id,gender,occupation_type,avg_work_hours_per_day,avg_rest_hours_per_day,avg_sleep_hours_per_day,avg_exercise_hours_per_day,age_at_death
14318,Female,Consultant,10.5,6.42,6.75,0.34,84
14319,Male,Manual Laborer,8.57,8.11,6.1,1.22,84
14320,Female,Engineer,9.74,5.08,7.39,1.8,79
14321,Female,Office Worker,7.65,10.29,5.16,0.9,93
14322,Male,Engineer,9.01,6.4,8.1,0.49,84
14323,Male,Engineer,7.12,5.15,8.73,3,80
14324,Female,Healthcare Worker,10.27,3.61,8.19,1.93,88
14325,Male,Scientist,8.06,5.04,10.9,0,78
14326,Female,Scientist,0.26,23.32,0,0.42,58
14327,Male,Manual Laborer,11.61,2.59,7.51,2.29,80
14328,Male,Engineer,9.43,3.96,8.96,1.65,78
14329,Female,Artist,7.28,7.09,8.2,1.42,92
14330,Male,Scientist,2.72,16.62,1.99,2.67,76
14331,Female,Freelancer,6.4,10.28,6.6,0.72,86
14332,Male,Manager,8.87,3.21,9.27,2.65,80
14333,Female,Engineer,9.46,6.54,5.58,2.42,74
14334,Male,Healthcare Worker,11.97,3.46,6.11,2.46,78
14335,Female,Engineer,7.54,6.25,8.75,1.46,84
14336,Male,Consultant,10.89,2.9,9.1,1.11,72
14337,Female,Consultant,10.62,2.85,8.64,1.9,89
14338,Female,Scientist,9.94,7.32,5.09,1.65,92
14339,Female,Manager,12.31,3.03,6.75,1.92,67
14340,Female,Office Worker,8.29,6.62,7.22,1.87,94
14341,Female,Freelancer,10.78,2.64,7.58,3,82
14342,Female,Office Worker,7.12,6.48,7.79,2.62,99
14343,Male,Consultant,6.96,6.97,7.07,3,81
14344,Male,Manager,9.26,5,7.11,2.63,91
14345,Female,Freelancer,9.26,6.56,8.17,0,81
14346,Male,Technician,8.22,8.06,6.93,0.79,74
14347,Male,Retail Worker,9.81,3.96,8.7,1.53,82
14348,Female,Office Worker,7.05,7.89,8.92,0.14,79
14349,Male,Consultant,6.71,7.86,7.95,1.47,100
14350,Female,Office Worker,9.98,2.87,8.5,2.66,85
14351,Male,Manager,8.51,6.51,8.66,0.32,67
14352,Male,Artist,6.5,6.82,7.79,2.89,93
14353,Female,Scientist,8.58,2.42,12.25,0.75,61
14354,Female,Retail Worker,7.05,6.38,9.46,1.12,82
14355,Male,Scientist,9.77,4.94,6.29,3,79
14356,Female,Driver,11.78,3.23,7.85,1.14,84
14357,Female,Scientist,8.81,7.13,6.86,1.2,77
14358,Female,Engineer,9.2,7.1,7.21,0.49,78
14359,Female,Technician,9.26,6.92,7.4,0.43,88
14360,Male,Manual Laborer,10.34,4.53,6.66,2.48,92
14361,Female,Artist,4.4,10.21,8.1,1.3,88
14362,Male,Scientist,22.1,1.4,0.5,0,28
14363,Female,Scientist,8.53,8.18,7.02,0.26,97
14364,Male,Manual Laborer,10.29,2.29,9.06,2.36,61
14365,Female,Manual Laborer,8.09,10.25,5.66,0,79
14366,Male,Teacher,7.32,7.44,7.66,1.58,74
14367,Male,Driver,9.24,4.62,7.41,2.73,64
14368,Male,Consultant,7.11,10.59,6.3,0,87
14369,Male,Manager,12.86,1,8.51,1.64,85
14370,Female,Manager,12.9,1,7.58,2.53,75
14371,Male,Artist,9.11,6.44,8.44,0,77
14372,Female,Manager,13.03,4.24,6.56,0.16,78
14373,Female,Scientist,2.17,16.92,0.59,4.32,94
14374,Female,Retail Worker,8.39,7.32,5.28,3,97
14375,Female,Manual Laborer,11.27,5.32,6.37,1.04,71
14376,Female,Technician,7.36,5.92,7.72,3,89
14377,Male,Manager,10.68,7.56,5.77,0,71
14378,Female,Retail Worker,8.04,7.34,8.08,0.54,78
14379,Male,Scientist,8.46,3.12,9.42,3,84
14380,Female,Driver,11.27,4.23,7.31,1.18,80
14381,Female,Manager,10.79,5.44,5.95,1.83,89
14382,Female,Office Worker,8.88,9.1,4.05,1.97,79
14383,Male,Freelancer,6.74,9.64,7.38,0.23,92
14384,Female,Engineer,23.65,0.25,0.1,0,25
14385,Female,Scientist,7.18,6.49,7.65,2.68,100
14386,Male,Manager,13.8,1,7.42,1.79,66
14387,Female,Scientist,7.93,7.82,7.73,0.52,81
14388,Female,Entrepreneur,11.66,2.93,8.7,0.7,71
14389,Male,Consultant,11.59,4.66,6.74,1.01,64
14390,Male,Manual Laborer,10.51,5.4,7.52,0.58,86
14391,Male,Driver,9.47,5.06,7.54,1.93,81
14392,Female,Entrepreneur,12.07,4.63,5.99,1.3,82
14393,Male,Consultant,6.64,10.04,6.24,1.08,81
14394,Male,Teacher,8.35,3.89,10.55,1.2,69
14395,Female,Manager,13.57,3.31,4.95,2.17,78
14396,Female,Teacher,8.34,4.55,9.05,2.06,79
14397,Male,Healthcare Worker,9.68,4.42,8.08,1.82,96
14398,Male,Freelancer,8.78,4.85,8.11,2.26,92
14399,Male,Manager,13.28,1,8.45,1.27,89
14400,Female,Retail Worker,6.12,10.06,6.39,1.43,88
14401,Male,Driver,10.61,4.11,7.31,1.97,79
14402,Female,Retail Worker,6.92,10.23,5.58,1.27,87
14403,Female,Manual Laborer,9.66,5.18,7.45,1.71,73
14404,Female,Teacher,7.58,11.25,3.81,1.37,85
14405,Male,Manager,11.41,6.1,6.06,0.43,70
14406,Female,Driver,11.05,3.72,7.13,2.1,95
14407,Female,Healthcare Worker,8.85,4.81,8.4,1.94,89
14408,Female,Healthcare Worker,11.16,1.43,9.73,1.68,79
14409,Female,Consultant,11.12,3.2,7.54,2.14,88
14410,Male,Driver,9.79,5.22,6.37,2.62,81
14411,Female,Artist,5.28,10.68,7.08,0.97,75
14412,Male,Freelancer,8.82,7.38,6.73,1.07,84
14413,Female,Office Worker,7.76,7.39,8.24,0.61,79
14414,Male,Manager,8.11,5.36,7.94,2.59,92
14415,Female,Healthcare Worker,8.19,6.12,7.35,2.34,78
14416,Female,Teacher,6.78,6.99,9.62,0.61,91
14417,Female,Retail Worker,8.41,4.87,9.46,1.27,83
14418,Male,Healthcare Worker,10.75,4.76,5.97,2.52,90
14419,Female,Driver,10.91,1.45,9.28,2.36,77
14420,Female,Technician,8.13,7.95,7.43,0.49,91
14421,Female,Artist,7.42,4.06,9.8,2.72,79
14422,Female,Artist,21.75,1.88,0.37,0,25
14423,Male,Artist,7.16,10.18,4.14,2.52,100
14424,Male,Manual Laborer,11.06,4.54,8.39,0,72
14425,Male,Technician,9.77,5.67,7.07,1.49,91
14426,Female,Technician,9,7.19,6.36,1.45,100
14427,Male,Entrepreneur,10.17,3.85,9.4,0.58,69
14428,Male,Manual Laborer,9.29,3.75,9.97,0.99,66
14429,Female,Manual Laborer,8.72,5.73,6.77,2.78,90
14430,Male,Healthcare Worker,10.64,3.56,7.61,2.19,78
14431,Male,Freelancer,9.17,3.75,8.42,2.66,78
14432,Female,Entrepreneur,11.71,1,8.68,2.61,84
14433,Male,Driver,18.73,2.93,2.34,0,44
14434,Male,Manager,13.49,1,8.72,0.79,65
14435,Female,Healthcare Worker,9.86,4.51,7.35,2.29,91
14436,Male,Office Worker,19.79,2.3,1.92,0,47
14437,Male,Driver,10.97,4.32,7.92,0.79,83
14438,Female,Retail Worker,6.47,10.56,5.63,1.33,90
14439,Female,Engineer,7.51,5.04,8.89,2.56,94
14440,Female,Scientist,10.12,3.62,7.95,2.3,89
14441,Female,Healthcare Worker,11.71,4.08,7.48,0.73,76
14442,Female,Manager,13.71,2.48,7.63,0.18,59
14443,Female,Teacher,8.11,7.95,5.4,2.54,84
14444,Male,Office Worker,8.02,9.22,6.76,0,78
14445,Male,Consultant,7.22,5.62,10.8,0.37,70
14446,Female,Freelancer,11.78,2.44,7.42,2.36,75
14447,Female,Artist,6.16,8.05,8.43,1.36,88
14448,Female,Scientist,10.66,3.96,7.93,1.45,76
14449,Male,Freelancer,5.88,9.39,8.43,0.3,78
14450,Female,Teacher,6.11,9.15,8.05,0.68,89
14451,Male,Healthcare Worker,11.79,2.16,8.8,1.25,79
14452,Female,Office Worker,8.28,7.51,7.29,0.93,80
14453,Male,Entrepreneur,13.5,4.16,5.6,0.73,59
14454,Male,Manual Laborer,11.95,3.14,7.43,1.48,77
14455,Male,Artist,3.01,5.24,15.3,0.44,50
14456,Female,Driver,10.68,6.4,6.4,0.51,75
14457,Male,Office Worker,9,4.53,8.85,1.62,84
14458,Male,Technician,7.17,7.03,8.04,1.76,90
14459,Female,Teacher,6.2,5.74,10.95,1.11,80
14460,Female,Driver,11.18,1.2,9.43,2.2,71
14461,Male,Entrepreneur,14.18,1,5.82,3,62
14462,Female,Driver,8.18,5.3,9.37,1.15,77
14463,Female,Entrepreneur,14.37,2.54,5.64,1.45,79
14464,Male,Driver,10.08,5.46,6.08,2.38,81
14465,Female,Entrepreneur,14,3.11,4.33,2.56,75
14466,Male,Scientist,9.43,4.88,8.71,0.98,77
14467,Male,Freelancer,11.39,2.28,10.19,0.15,55
14468,Male,Driver,11.31,4.1,6.48,2.11,75
14469,Female,Technician,7.05,9.53,7.22,0.2,94
14470,Female,Retail Worker,8.16,5.59,9.54,0.71,80
14471,Female,Driver,8.33,6.64,8.65,0.38,69
14472,Male,Teacher,6.6,9.75,6.95,0.71,90
14473,Male,Consultant,11.95,4.78,7.07,0.2,79
14474,Male,Healthcare Worker,11.12,5.7,4.18,3,83
14475,Female,Technician,8.61,8.52,6.24,0.64,79
14476,Female,Consultant,11.63,4.17,7.46,0.74,84
14477,Female,Office Worker,9.77,5.37,6.83,2.03,92
14478,Female,Artist,9.95,6.64,7.01,0.39,64
14479,Female,Teacher,8.93,7.94,7.13,0,80
14480,Female,Healthcare Worker,10.14,5.3,6.47,2.1,82
14481,Female,Office Worker,8.03,6.19,6.78,3,97
14482,Male,Technician,7.82,6.29,9.07,0.83,68
14483,Male,Manager,8.09,8.96,5.05,1.9,92
14484,Female,Office Worker,8.93,4.98,7.09,3,100
14485,Male,Scientist,9.39,6.52,5.55,2.54,80
14486,Male,Teacher,6.19,8.62,7.64,1.55,93
14487,Male,Retail Worker,8.68,7.94,6.45,0.93,82
14488,Male,Teacher,6.4,8.36,6.48,2.76,83
14489,Male,Artist,7.38,6.91,6.9,2.81,80
14490,Male,Freelancer,9.17,5.64,6.19,3,95
14491,Male,Freelancer,8.88,5.23,8.03,1.86,71
14492,Male,Teacher,8.25,9.18,4.04,2.53,75
14493,Male,Driver,10.68,2.46,8.53,2.33,70
14494,Male,Healthcare Worker,10.52,2.39,9.54,1.55,76
14495,Male,Technician,8.34,6.5,9.02,0.14,79
14496,Male,Teacher,6.55,6.93,7.52,3,98
14497,Male,Consultant,10.8,5.36,5.48,2.36,88
14498,Female,Scientist,10.73,4.39,7.74,1.14,85
14499,Male,Retail Worker,9.6,4.98,7.16,2.27,94
14500,Female,Retail Worker,8.01,8.56,6.21,1.22,79
14501,Female,Teacher,6.87,9.24,5.37,2.52,89
14502,Female,Artist,7.29,4.48,11.07,1.16,80
14503,Female,Retail Worker,9.82,9.11,4.64,0.43,71
14504,Male,Teacher,8.42,5.35,8.82,1.41,74
14505,Male,Consultant,7.78,6.39,9.32,0.51,75
14506,Male,Engineer,9.33,3.57,8.6,2.51,81
14507,Female,Engineer,9.1,8.24,5.88,0.78,84
14508,Female,Engineer,7.7,4.87,8.43,3,82
14509,Female,Retail Worker,8.66,8.41,6.22,0.7,96
14510,Female,Healthcare Worker,11.87,3.59,7.01,1.53,84
14511,Female,Driver,10.6,6.03,7.12,0.25,64
14512,Female,Technician,8.41,8.91,6.68,0,90
14513,Male,Artist,7.87,6.7,8.58,0.85,82
14514,Female,Freelancer,8.01,8,7.19,0.8,81
14515,Male,Scientist,1.59,19.26,2.19,0.96,75
14516,Male,Technician,9.25,8.73,5.73,0.3,69
14517,Male,Scientist,8.33,8.62,5.47,1.58,74
14518,Female,Healthcare Worker,10.03,3.06,8.17,2.74,72
14519,Male,Freelancer,8.91,5.34,7.76,2,95
14520,Female,Engineer,8.45,4.86,8.76,1.92,85
14521,Female,Technician,7.35,5.82,9.16,1.68,63
14522,Male,Freelancer,9.91,5.16,7.32,1.62,85
14523,Male,Retail Worker,7.6,4.95,10.81,0.63,63
14524,Male,Office Worker,8.41,7.38,6.23,1.98,88
14525,Female,Entrepreneur,11.2,3.94,8.11,0.75,81
14526,Male,Entrepreneur,12.59,1,8.1,2.31,77
14527,Male,Scientist,8.78,2.28,10.41,2.53,75
14528,Female,Consultant,11.95,3.15,6.21,2.69,77
14529,Female,Consultant,10.65,1,9.63,2.72,68
14530,Female,Manager,12.72,2.32,6.36,2.6,78
14531,Male,Entrepreneur,10.39,4.05,9.56,0,65
14532,Male,Office Worker,7.35,5.33,10.17,1.15,91
14533,Male,Retail Worker,6.94,8.26,6.8,2.01,83
14534,Male,Retail Worker,9.98,2.85,8.21,2.96,92
14535,Female,Office Worker,7.36,8.21,5.78,2.65,91
14536,Male,Teacher,19.17,3.06,1.77,0,43
14537,Female,Artist,7.72,11.42,4.71,0.14,93
14538,Female,Consultant,10.26,6.4,6.71,0.63,85
14539,Female,Manual Laborer,8.64,7.21,6.41,1.74,80
14540,Female,Freelancer,11.77,5.41,4.86,1.97,69
14541,Female,Technician,7.3,11.3,5.4,0,88
14542,Male,Manager,12.21,3.36,7.18,1.25,80
14543,Male,Manager,8.04,8.19,7.31,0.47,90
14544,Female,Teacher,6.64,6.91,8.14,2.31,100
14545,Male,Entrepreneur,10.41,5.38,5.99,2.22,91
14546,Female,Scientist,10.84,7.39,5.77,0,91
14547,Male,Teacher,6.46,9.39,7.61,0.54,96
14548,Male,Entrepreneur,14.9,1,7.04,1.06,72
14549,Female,Manual Laborer,11.56,3.46,7.98,1,76
14550,Female,Teacher,7.55,6.78,8.27,1.41,96
14551,Female,Entrepreneur,10.41,5.68,5.82,2.08,78
14552,Male,Engineer,8.43,6.55,7.88,1.14,91
14553,Male,Healthcare Worker,8.75,5.42,9.83,0,63
14554,Male,Office Worker,18.24,3.26,2.5,0,52
14555,Female,Freelancer,19.69,3.38,0.93,0,43
14556,Male,Artist,6.29,9.76,5.83,2.13,69
14557,Male,Healthcare Worker,11.27,4.47,6.84,1.42,78
14558,Male,Manager,10.03,3.27,9.37,1.33,61
14559,Female,Engineer,7.05,9.75,5.88,1.33,100
14560,Male,Technician,7.31,6.03,7.94,2.71,84
14561,Male,Driver,10.28,7.1,5.2,1.41,87
14562,Female,Manual Laborer,9.86,4.85,7.99,1.31,100
14563,Female,Technician,7.14,10.4,5.81,0.65,84
14564,Male,Scientist,8.69,5.86,8.33,1.12,76
14565,Male,Manager,10.49,6.36,6.3,0.85,76
14566,Male,Retail Worker,7.8,9.23,6.57,0.4,82
14567,Male,Healthcare Worker,9.89,6.59,6.77,0.76,78
14568,Male,Teacher,6.82,8.67,7.49,1.02,82
14569,Female,Scientist,10.41,5.4,6.84,1.35,72
14570,Female,Scientist,7.67,7.62,6.33,2.37,94
14571,Male,Manager,13.08,2.22,8.21,0.49,60
14572,Female,Freelancer,6.56,7.12,7.32,3,94
14573,Male,Artist,6.3,11.13,5.69,0.88,94
14574,Female,Entrepreneur,14.71,3.83,5.46,0,67
14575,Male,Manager,9.3,6.33,8.37,0,73
14576,Female,Artist,8.98,4.16,9.53,1.33,83
14577,Female,Scientist,7.77,10,5.55,0.68,87
14578,Female,Retail Worker,9.99,5.11,7.96,0.94,88
14579,Female,Manager,3.18,1.7,18.95,0.17,37
14580,Female,Technician,7.24,7.52,7.61,1.63,79
14581,Female,Retail Worker,7.71,9.77,6.52,0,85
14582,Male,Consultant,7.72,7.42,7.84,1.02,91
14583,Male,Consultant,11.16,4.36,8.03,0.44,78
14584,Male,Teacher,8.12,7.07,6.38,2.43,75
14585,Female,Scientist,8.98,4.5,10.14,0.37,79
14586,Male,Healthcare Worker,9.47,2.37,9.66,2.49,71
14587,Male,Scientist,9.69,7.04,7.28,0,75
14588,Female,Engineer,8.5,4.59,7.91,3,84
14589,Female,Engineer,7.33,10.59,4.84,1.24,90
14590,Female,Freelancer,8.92,3.88,10.61,0.6,68
14591,Female,Office Worker,7.07,6.2,8.66,2.07,96
14592,Male,Manual Laborer,10.68,2.78,7.55,3,74
14593,Female,Retail Worker,8.59,1.53,13.32,0.56,75
14594,Male,Driver,9.43,5.27,7.79,1.51,77
14595,Female,Manager,8.15,4.5,9.96,1.39,84
14596,Female,Teacher,6.45,7.98,6.59,2.98,92
14597,Female,Consultant,11.83,2.53,9.1,0.54,63
14598,Male,Engineer,8.8,7.71,5.54,1.95,84
14599,Female,Retail Worker,18.6,1.28,4.12,0,49
14600,Male,Retail Worker,9.7,2.54,8.84,2.92,85
14601,Female,Technician,9.92,3.61,8.61,1.86,89
14602,Male,Entrepreneur,11.21,3.05,8.61,1.12,66
14603,Male,Healthcare Worker,11.15,2.64,9.19,1.02,58
14604,Male,Driver,8.37,5.85,7.77,2.02,84
14605,Male,Teacher,7.57,7.05,6.78,2.61,94
14606,Male,Office Worker,9.74,5.74,6.9,1.62,83
14607,Male,Entrepreneur,11.27,5.52,6.66,0.55,72
14608,Female,Scientist,10.36,4.54,7.1,2,72
14609,Male,Retail Worker,6.84,7.19,9.23,0.73,82
14610,Female,Healthcare Worker,8.2,4.73,8.14,2.92,95
14611,Female,Healthcare Worker,8.05,6.3,7.77,1.88,87
14612,Male,Driver,11.51,5.8,5.56,1.13,80
14613,Female,Teacher,7.97,4.35,8.97,2.71,80
14614,Male,Driver,8.96,7.5,6.97,0.57,68
14615,Male,Driver,11.81,2.98,7.51,1.7,72
14616,Female,Manual Laborer,8.37,6.39,6.97,2.26,98
14617,Female,Technician,8.2,7.9,6.6,1.29,96
14618,Male,Freelancer,6.72,7.83,9.04,0.41,72
14619,Female,Office Worker,7.92,8.89,7.19,0,88
14620,Male,Scientist,8.79,7.95,6.13,1.13,84
14621,Male,Driver,9.05,3.39,8.57,3,90
14622,Male,Consultant,11.22,4.74,7.61,0.43,92
14623,Male,Technician,9.76,5.94,7.11,1.19,79
14624,Female,Engineer,8.01,6.01,9.59,0.39,79
14625,Male,Driver,9.82,8.33,5.71,0.14,73
14626,Male,Healthcare Worker,11.1,1.61,8.64,2.64,76
14627,Male,Entrepreneur,12.83,2.73,8.32,0.12,74
14628,Female,Office Worker,7.14,8.89,7.65,0.31,77
14629,Male,Manual Laborer,9.85,7.26,6.89,0,82
14630,Male,Office Worker,9.58,3.09,8.33,3,79
14631,Female,Office Worker,7.23,6.79,7,2.99,94
14632,Male,Engineer,7.26,6.41,8.71,1.62,86
14633,Female,Manual Laborer,9.35,3.4,8.33,2.92,85
14634,Female,Manual Laborer,11.04,2.13,8.33,2.49,96
14635,Female,Teacher,8.29,8.91,5.62,1.19,88
14636,Female,Scientist,2.76,16.65,3.95,0.65,89
14637,Female,Teacher,7.37,6.57,7.18,2.89,83
14638,Female,Freelancer,5.74,13.76,3.88,0.62,79
14639,Female,Consultant,11.87,1.33,7.8,3,75
14640,Female,Scientist,8,7.44,8.1,0.46,88
14641,Male,Healthcare Worker,8.01,10.22,5.53,0.24,78
14642,Male,Scientist,9.7,6.99,5.63,1.68,74
14643,Female,Driver,10.93,4.87,8.19,0,74
14644,Female,Driver,21.64,2.2,0.15,0,25
14645,Female,Retail Worker,6.86,9.75,6,1.39,90
14646,Female,Technician,8.31,6.21,7.92,1.56,93
14647,Male,Entrepreneur,14.16,1.24,7.01,1.59,78
14648,Male,Manager,13.76,3.83,5.72,0.69,62
14649,Female,Freelancer,7.06,9.32,7.31,0.31,68
14650,Female,Driver,11.05,4.41,8.54,0,71
14651,Female,Teacher,7.68,7.08,6.25,3,88
14652,Female,Artist,8.59,8.57,6.84,0,88
14653,Female,Teacher,8.99,6.58,6.56,1.87,93
14654,Female,Engineer,8.5,4.97,8.79,1.73,85
14655,Male,Driver,11.19,3.76,9.04,0,61
14656,Female,Office Worker,8.04,8.64,7.32,0,86
14657,Male,Office Worker,9.99,4.93,7.41,1.67,92
14658,Female,Freelancer,5.11,6.37,9.96,2.56,82
14659,Female,Retail Worker,9.5,7.28,6.17,1.05,82
14660,Male,Healthcare Worker,10.56,3.36,7.08,3,79
14661,Female,Scientist,10.44,5.75,6.5,1.32,83
14662,Female,Manager,10.37,7.55,6.08,0,80
14663,Male,Healthcare Worker,11.97,2.81,6.22,3,75
14664,Female,Driver,8.74,4.8,8.82,1.64,100
14665,Male,Artist,7.24,11.71,3.93,1.13,95
14666,Female,Manager,11.31,3.27,7.47,1.94,85
14667,Female,Teacher,6.39,8.21,7.63,1.77,86
14668,Male,Technician,8.45,8.4,4.79,2.36,77
14669,Female,Retail Worker,9.08,5.95,6.33,2.64,100
14670,Female,Artist,9.16,6.54,8.3,0,81
14671,Male,Retail Worker,9.61,5.79,7.53,1.06,76
14672,Female,Driver,11.98,4.09,7.49,0.43,80
14673,Male,Healthcare Worker,8.12,7.69,5.7,2.48,91
14674,Male,Artist,4.75,10.78,7.52,0.95,80
14675,Female,Technician,7.04,6.37,8.87,1.71,100
14676,Female,Artist,7.87,4.15,9.52,2.45,78
14677,Female,Office Worker,7.6,7.66,5.74,3,94
14678,Female,Retail Worker,6.9,10.59,5.65,0.86,96
14679,Female,Scientist,10.81,3.94,8.5,0.75,82
14680,Male,Engineer,7.55,6.85,7.44,2.16,100
14681,Female,Retail Worker,6.28,8.52,7.54,1.67,85
14682,Male,Technician,9.14,6.66,7.55,0.64,73
14683,Female,Entrepreneur,11.07,3.93,6.77,2.23,84
14684,Male,Office Worker,7.72,6.52,7.53,2.23,87
14685,Male,Manual Laborer,9.11,6.47,7.25,1.18,84
14686,Female,Scientist,9.05,7.35,6.5,1.1,81
14687,Male,Manager,13.03,1.02,8.32,1.63,89
14688,Male,Teacher,7.29,7.1,8.25,1.36,85
14689,Male,Entrepreneur,12.25,1.58,9.37,0.79,70
14690,Male,Retail Worker,9.58,4.88,9.08,0.46,67
14691,Female,Engineer,8.95,3.96,8.09,3,89
14692,Male,Driver,11.63,6.56,5.35,0.46,64
14693,Male,Scientist,0.89,17.59,1.1,4.42,73
14694,Female,Consultant,9.62,6.67,4.96,2.75,87
14695,Female,Artist,7.26,8.07,8.28,0.39,79
14696,Male,Driver,10.06,2.81,8.47,2.66,78
14697,Male,Engineer,8.31,7.9,6.41,1.38,86
14698,Male,Artist,5.9,10.82,5.83,1.45,86
14699,Female,Consultant,10.65,3.57,8.7,1.09,93
14700,Female,Driver,8.82,9.16,4.69,1.33,88
14701,Male,Manual Laborer,11.77,6.65,4.87,0.71,76
14702,Male,Technician,7.33,8.41,6.69,1.57,81
14703,Female,Manual Laborer,8.9,5.15,7.03,2.92,85
14704,Male,Office Worker,9.39,6.62,6.02,1.97,83
14705,Female,Technician,1.55,18.33,0.09,4.03,80
14706,Male,Teacher,6.27,8.49,8.36,0.89,75
14707,Male,Scientist,8.83,3.72,9.21,2.24,77
14708,Male,Technician,7.2,12.92,3.53,0.36,77
14709,Female,Scientist,9.56,5.14,7.95,1.35,74
14710,Female,Retail Worker,9.47,7.27,6.75,0.51,86
14711,Female,Manager,13.34,1,8.84,0.82,70
14712,Male,Consultant,7.27,8.62,7.06,1.04,79
14713,Female,Manual Laborer,9.69,5.47,6.71,2.13,77
14714,Female,Office Worker,7.66,7.79,7.46,1.1,90
14715,Male,Driver,8.84,7.03,7.9,0.23,81
14716,Male,Manager,22.4,1.17,0.43,0,25
14717,Male,Entrepreneur,15.51,1,6.28,1.21,71
14718,Female,Driver,9,6.28,7.39,1.34,95
14719,Male,Consultant,8.95,9.15,5.45,0.45,70
14720,Female,Technician,7.79,6.66,8.82,0.74,84
14721,Female,Healthcare Worker,10.25,5.93,5.49,2.33,82
14722,Male,Retail Worker,6.87,8.92,7.02,1.18,82
14723,Female,Engineer,8.79,8.47,6.11,0.63,86
14724,Male,Scientist,8.07,7.67,8.25,0,68
14725,Female,Technician,8.36,10.2,4.96,0.48,89
14726,Male,Office Worker,8.48,6.68,6.74,2.1,77
14727,Female,Manual Laborer,11.32,2.9,7.38,2.39,95
14728,Male,Driver,10.42,6.07,6.63,0.88,80
14729,Male,Healthcare Worker,11.25,3.64,7.8,1.32,76
14730,Male,Consultant,8.85,4.55,8.57,2.03,76
14731,Female,Retail Worker,8.83,7.51,6.88,0.78,72
14732,Male,Driver,8.6,5.93,6.47,3,89
14733,Male,Freelancer,7.34,7.06,8.56,1.04,59
14734,Male,Scientist,8.47,7.33,7.59,0.62,93
14735,Female,Retail Worker,6.3,7.82,7.99,1.89,95
14736,Male,Retail Worker,9,4.03,8.05,2.92,92
14737,Male,Artist,9.32,5.81,8.8,0.06,84
14738,Male,Manual Laborer,11.03,6.31,5.64,1.02,66
14739,Male,Manual Laborer,10.48,3.27,9.06,1.19,88
14740,Female,Manual Laborer,11.78,1.36,8.8,2.06,82
14741,Male,Retail Worker,9.17,7.7,5.18,1.95,77
14742,Female,Manager,9.58,5.96,7.4,1.06,81
14743,Female,Retail Worker,7.1,7.63,6.71,2.56,87
14744,Female,Manager,8.21,5.41,7.69,2.69,98
14745,Female,Healthcare Worker,11.63,1,8.37,3,84
14746,Male,Entrepreneur,11.77,2.72,8.85,0.66,71
14747,Male,Healthcare Worker,11.58,2.96,7.47,1.99,81
14748,Male,Technician,9.39,6.83,6.77,1,68
14749,Male,Teacher,6.15,8.58,6.65,2.61,89
14750,Male,Freelancer,5.05,9.36,7.38,2.21,100
14751,Male,Technician,7.16,9.59,6.79,0.46,91
14752,Male,Artist,6.12,8.55,7.73,1.6,79
14753,Male,Entrepreneur,11.35,2.66,8.6,1.4,84
14754,Male,Entrepreneur,14.67,3.25,5.15,0.93,57
14755,Female,Consultant,7.97,3.14,9.89,3,85
14756,Female,Driver,10.37,6.85,5.13,1.65,90
14757,Male,Freelancer,5.73,10.67,4.87,2.73,99
14758,Male,Office Worker,9.73,6.01,8.22,0.05,82
14759,Female,Freelancer,7.21,7.54,8.19,1.06,78
14760,Male,Technician,1.34,7.28,14.55,0.83,73
14761,Female,Retail Worker,8.3,5.96,7.15,2.59,99
14762,Female,Technician,7.53,8.43,7.46,0.58,93
14763,Male,Consultant,9.91,1.4,11.91,0.78,56
14764,Female,Office Worker,7.6,8.71,6.6,1.1,87
14765,Female,Healthcare Worker,10.96,4.8,6.98,1.26,74
14766,Male,Retail Worker,6.8,6.8,9.26,1.13,70
14767,Male,Freelancer,7.86,7.75,6.94,1.46,99
14768,Female,Retail Worker,6.31,11.44,6.12,0.12,100
14769,Male,Consultant,9.52,3.97,8.89,1.62,67
14770,Male,Retail Worker,7.18,6.96,6.86,3,92
14771,Male,Engineer,8.73,5.86,6.4,3,68
14772,Female,Office Worker,9.03,6.26,7.87,0.84,60
14773,Female,Driver,9.47,6.35,6.79,1.38,89
14774,Female,Artist,9.71,1.68,9.61,3,86
14775,Female,Freelancer,11.74,3.04,9.06,0.16,72
14776,Female,Driver,10.41,4.41,6.2,2.97,86
14777,Male,Consultant,9.38,2.88,8.73,3,80
14778,Female,Scientist,10.18,7.69,6.13,0,88
14779,Female,Retail Worker,8.6,6.95,8.38,0.07,72
14780,Male,Scientist,7.58,7.82,6.63,1.98,79
14781,Female,Teacher,23.1,0.74,0.16,0,28
14782,Female,Entrepreneur,11.24,4.47,6.89,1.4,77
14783,Male,Retail Worker,9.99,5.05,7.08,1.87,94
14784,Male,Manual Laborer,11.47,3.61,7.09,1.83,66
14785,Male,Office Worker,9.33,3.63,8.31,2.73,87
14786,Male,Technician,8.82,5.33,6.89,2.96,77
14787,Male,Retail Worker,7.93,5.2,9.26,1.62,75
14788,Male,Technician,7.79,3.5,9.71,2.99,85
14789,Male,Freelancer,4.13,16.77,0.16,2.94,78
14790,Male,Healthcare Worker,9.53,5.44,7.36,1.67,73
14791,Female,Driver,9.55,5.92,7.22,1.31,100
14792,Male,Engineer,8.06,9.1,6.59,0.25,79
14793,Female,Manual Laborer,10.79,3.22,6.98,3,92
